1,0,0
2,0,0
3,1,0.137741047
4,1,0.137741047
5,2,0.275482094
6,2,0.275482094
7,2,0.275482094
8,2,0.275482094
9,2,0.275482094
10,2,0.275482094
11,3,0.41322314
12,4,0.550964187
13,5,0.688705234
14,5,0.688705234
15,5,0.688705234
16,5,0.688705234
17,6,0.826446281
18,7,0.964187328
19,8,1.101928375
20,8,1.101928375
21,9,1.239669421
22,10,1.377410468
23,11,1.515151515
24,11,1.515151515
25,12,1.652892562
26,12,1.652892562
27,12,1.652892562
28,13,1.790633609
29,14,1.928374656
30,15,2.066115702
31,16,2.203856749
32,17,2.341597796
33,18,2.479338843
34,18,2.479338843
35,19,2.61707989
36,20,2.754820937
37,20,2.754820937
38,21,2.892561983
39,22,3.03030303
40,23,3.168044077
41,23,3.168044077
42,24,3.305785124
43,25,3.443526171
44,26,3.581267218
45,27,3.719008264
46,28,3.856749311
47,29,3.994490358
48,30,4.132231405
49,31,4.269972452
50,32,4.407713499
51,32,4.407713499
52,33,4.545454545
53,34,4.683195592
54,35,4.820936639
55,35,4.820936639
56,35,4.820936639
57,36,4.958677686
58,37,5.096418733
59,37,5.096418733
60,38,5.23415978
61,39,5.371900826
62,39,5.371900826
63,39,5.371900826
64,40,5.509641873
65,41,5.64738292
66,42,5.785123967
67,43,5.922865014
68,43,5.922865014
69,44,6.060606061
70,44,6.060606061
71,44,6.060606061
72,45,6.198347107
73,45,6.198347107
74,46,6.336088154
75,46,6.336088154
76,47,6.473829201
77,47,6.473829201
78,48,6.611570248
79,49,6.749311295
80,49,6.749311295
81,50,6.887052342
82,50,6.887052342
83,50,6.887052342
84,51,7.024793388
85,51,7.024793388
86,51,7.024793388
87,51,7.024793388
88,51,7.024793388
89,51,7.024793388
90,51,7.024793388
91,51,7.024793388
92,52,7.162534435
93,53,7.300275482
94,53,7.300275482
95,54,7.438016529
96,54,7.438016529
97,55,7.575757576
98,56,7.713498623
99,57,7.851239669
100,58,7.988980716
101,58,7.988980716
102,58,7.988980716
103,59,8.126721763
104,59,8.126721763
105,59,8.126721763
106,60,8.26446281
107,60,8.26446281
108,60,8.26446281
109,61,8.402203857
110,62,8.539944904
111,63,8.67768595
112,64,8.815426997
113,65,8.953168044
114,66,9.090909091
115,67,9.228650138
116,68,9.366391185
117,69,9.504132231
118,70,9.641873278
119,70,9.641873278
120,71,9.779614325
121,72,9.917355372
122,73,10.05509642
123,74,10.19283747
124,75,10.33057851
125,76,10.46831956
126,77,10.60606061
127,78,10.74380165
128,79,10.8815427
129,80,11.01928375
130,81,11.15702479
131,82,11.29476584
132,82,11.29476584
133,83,11.43250689
134,83,11.43250689
135,84,11.57024793
136,84,11.57024793
137,84,11.57024793
138,84,11.57024793
139,85,11.70798898
140,86,11.84573003
141,87,11.98347107
142,87,11.98347107
143,87,11.98347107
144,87,11.98347107
145,87,11.98347107
146,88,12.12121212
147,88,12.12121212
148,89,12.25895317
149,90,12.39669421
150,90,12.39669421
